type,street,city,state,zip_code,beds,total_baths,sqft,year_built,sold_price,sold_date,county,stories,parking_garage
SINGLE_FAMILY,17675 Boulder Springs Ct,Reno,NV,89508,4,2.5,2458,2005,510000,7/28/2023,Washoe,1,3
SINGLE_FAMILY,5580 High Rock Way,Sparks,NV,89431,4,2.5,2418,1976,769000,7/28/2023,Washoe,2,4
SINGLE_FAMILY,1820 Daniel Webster Dr,Reno,NV,89509,3,1,1688,1952,662000,7/28/2023,Washoe,1,1
SINGLE_FAMILY,2527 Michelangelo Dr,Sparks,NV,89434,4,2.5,2183,2017,645000,7/31/2023,Washoe,1,2
SINGLE_FAMILY,1756 Braidwood Dr,Sparks,NV,89436,4,2.5,2386,2002,590000,7/28/2023,Washoe,1,3
SINGLE_FAMILY,9609 Otter Way,Reno,NV,89521,2,2.5,1852,1999,530000,7/28/2023,Washoe,2,2
SINGLE_FAMILY,1150 Brown St,Reno,NV,89509,3,2,2213,1950,850000,7/28/2023,Washoe,1,3
SINGLE_FAMILY,935 Robin St,Reno,NV,89509,3,2,1404,1954,585000,7/28/2023,Washoe,1,2
SINGLE_FAMILY,7046 Diversey Dr,Sparks,NV,89436,4,2.5,1756,2018,449000,7/31/2023,Washoe,2,2
SINGLE_FAMILY,7770 Boulder Falls Dr,Sparks,NV,89436,4,3,2716,2021,590000,7/31/2023,Washoe,2,2
SINGLE_FAMILY,2383 Clementine Ln,Reno,NV,89521,3,2.5,1960,2004,570000,7/28/2023,Washoe,2,2
SINGLE_FAMILY,450 Margrave Dr,Reno,NV,89502,3,1,928,1951,359000,7/28/2023,Washoe,1,1
SINGLE_FAMILY,7922 Corundum Dr,Sparks,NV,89436,4,2.5,1716,2023,467990,7/28/2023,Washoe,2,0
SINGLE_FAMILY,4341 W Hidden Valley Dr,Reno,NV,89502,3,2.5,2541,1994,780000,7/28/2023,Washoe,2,3
SINGLE_FAMILY,2184 Humboldt St,Reno,NV,89509,3,2.5,2067,1985,712500,7/28/2023,Washoe,2,2
SINGLE_FAMILY,5598 Spandrell Cir,Sparks,NV,89436,4,2.5,2424,2001,670000,7/28/2023,Washoe,2,3
SINGLE_FAMILY,2865 Thistle Belle Ct,Sparks,NV,89436,4,2.5,2972,2002,835000,7/28/2023,Washoe,1,3
SINGLE_FAMILY,5421 Side Saddle Trl,Reno,NV,89511,4,4.5,4094,2023,1604995,7/28/2023,Washoe,2,3
MOBILE,3380 Lake Shore Dr,Washoe Valley,NV,89704,3,2,1539,1982,363000,7/28/2023,Washoe,1,0
SINGLE_FAMILY,4803 Tree Swallow Ln,Sparks,NV,89436,3,2,1645,2015,535000,7/28/2023,Washoe,1,2
SINGLE_FAMILY,326 Prater Way,Sparks,NV,89431,3,1,1126,1948,391000,7/28/2023,Washoe,2,2
SINGLE_FAMILY,7052 Cinnamon Dr,Sparks,NV,89436,3,2,2115,1997,648000,7/28/2023,Washoe,1,3
SINGLE_FAMILY,8820 Sopwith Blvd,Reno,NV,89506,3,2,1577,1991,410000,7/28/2023,Washoe,1,2
SINGLE_FAMILY,3105 Winter Rose Cir,Reno,NV,89502,3,2.5,1456,1995,475000,7/28/2023,Washoe,2,2
SINGLE_FAMILY,15275 Redmond Loop,Reno,NV,89511,5,4,3666,2006,1625000,7/28/2023,Washoe,1,4
CONDOS,4570 Matich Dr,Reno,NV,89502,2,2,821,1985,291000,7/28/2023,Washoe,1,0
CONDOS,17000 Wedge Pkwy,Reno,NV,89511,2,2,1704,2005,469000,7/28/2023,Washoe,2,2
CONDOS,1221 Rayburn Dr,Reno,NV,89503,2,2,1314,1977,375000,7/28/2023,Washoe,2,2
SINGLE_FAMILY,7034 Cinder Village Dr,Sparks,NV,89436,3,2,1296,2017,450000,7/28/2023,Washoe,1,2
SINGLE_FAMILY,4001 Nemaha Creek Ct,Reno,NV,89519,2,2,2000,1989,851000,7/28/2023,Washoe,1,2
SINGLE_FAMILY,9153 Sturgeon Moon Dr,Reno,NV,89506,3,2.5,1566,2023,435990,7/28/2023,Washoe,2,0
SINGLE_FAMILY,1940 Bears Ranch Dr,Reno,NV,89521,3,3,1723,2008,510000,7/28/2023,Washoe,2,2
SINGLE_FAMILY,6045 Quail Meadows Ct,Reno,NV,89519,3,2.5,2866,2000,1000000,7/28/2023,Washoe,2,3
SINGLE_FAMILY,208 Rhodes Rd,Reno,NV,89521,2,2,1281,1956,240000,7/28/2023,Washoe,1,0
CONDOS,3944 Clear Acre Ln,Reno,NV,89512,1,1,665,1979,175000,7/28/2023,Washoe,1,0
SINGLE_FAMILY,570 S Sand Crane Cir,Sparks,NV,89436,3,3,2358,2005,540000,7/28/2023,Washoe,2,2
CONDOS,4941 Neil Cir,Reno,NV,89502,2,1,882,1970,225000,7/28/2023,Washoe,2,0
SINGLE_FAMILY,650 Thornton St,Sparks,NV,89431,4,2,1406,1965,410000,7/28/2023,Washoe,1,2
CONDOS,837 Southwood Blvd,Incline Village,NV,89451,3,2.5,1332,1966,770000,7/27/2023,Washoe,2,0
SINGLE_FAMILY,200 Mugo Pine Cir,Reno,NV,89511,4,3,2776,1997,1155000,7/28/2023,Washoe,2,3
SINGLE_FAMILY,8939 Wolf Moon Dr,Reno,NV,89506,4,2.5,1811,2023,464570,7/27/2023,Washoe,2,2
SINGLE_FAMILY,2000 Keystone Ave,Reno,NV,89503,3,2.5,1799,1991,510000,7/27/2023,Washoe,2,1
SINGLE_FAMILY,909 Sand Springs Dr,Sparks,NV,89441,3,3.5,3246,2020,888922,7/28/2023,Washoe,1,3
SINGLE_FAMILY,505 Utah St,Reno,NV,89506,3,2,2806,1987,630000,7/27/2023,Washoe,1,2
SINGLE_FAMILY,20998 Gunnison Ct,Reno,NV,89508,4,2,2312,2004,470000,7/27/2023,Washoe,1,2
SINGLE_FAMILY,570 Alydar Ct,Reno,NV,89521,5,3,2991,2006,800000,7/27/2023,Washoe,2,2
SINGLE_FAMILY,12310 Westridge Dr,Reno,NV,89511,3,2,1469,1965,618000,7/27/2023,Washoe,1,2
TOWNHOMES,4046 Anthony James Ct,Reno,NV,89503,3,2.5,1637,2004,420000,7/27/2023,Washoe,2,2
CONDOS,998 Driver Way,Incline Village,NV,89451,2,2,1499,1979,970000,7/27/2023,Washoe,2,2
CONDOS,4472 Matich Dr,Reno,NV,89502,2,1,753,1985,245000,7/27/2023,Washoe,1,0
SINGLE_FAMILY,7505 Robert Banks Blvd,Sparks,NV,89436,4,2,1508,1981,490000,7/27/2023,Washoe,1,2
SINGLE_FAMILY,6427 Bucking Horse Ct,Sparks,NV,89436,3,2,1621,2023,499950,7/27/2023,Washoe,1,2
SINGLE_FAMILY,1080 Mercedes Dr,Sparks,NV,89441,3,2,1877,1997,533000,7/27/2023,Washoe,1,3
SINGLE_FAMILY,2026 Neviekay Ln,Reno,NV,89521,3,2.5,2687,2018,912000,7/27/2023,Washoe,1,3
SINGLE_FAMILY,518 Saint Lawrence Ave,Reno,NV,89509,3,3,1588,2019,869900,7/27/2023,Washoe,2,1
SINGLE_FAMILY,1580 Akard Dr,Reno,NV,89503,3,2,1617,1963,475000,7/27/2023,Washoe,1,0
TOWNHOMES,33 Vista Rafael Pkwy,Reno,NV,89503,2,1,882,1979,224000,7/27/2023,Washoe,1,0
SINGLE_FAMILY,7845 Tiburon Ct,Sparks,NV,89436,4,2.5,2086,1998,615000,7/26/2023,Washoe,1,3
SINGLE_FAMILY,200 Great Vine Ct,Sparks,NV,89441,5,3,2754,2023,689105,7/27/2023,Washoe,1,0
SINGLE_FAMILY,1624 Golddust Dr,Sparks,NV,89436,4,2.5,2473,1988,562500,7/27/2023,Washoe,2,2
SINGLE_FAMILY,2115 Calabria Dr,Sparks,NV,89434,2,2,945,2003,420000,7/27/2023,Washoe,1,2
CONDOS,255 N Sierra St,Reno,NV,89501,1,1,811,1978,266000,7/26/2023,Washoe,4,0
SINGLE_FAMILY,300 Littondale Dr,Sparks,NV,89441,4,3,2547,2023,629950,7/26/2023,Washoe,1,3
SINGLE_FAMILY,7708 Bareback Dr,Sparks,NV,89436,4,3,2540,2003,800000,7/26/2023,Washoe,1,3
TOWNHOMES,4318 Leeward Ln,Reno,NV,89502,2,2.5,1179,1988,364500,7/26/2023,Washoe,2,2
SINGLE_FAMILY,10205 Shenandoah Dr,Reno,NV,89508,4,3,2060,1993,480000,7/26/2023,Washoe,1,2
CONDOS,2845 Idlewild Dr,Reno,NV,89509,2,2,1444,1981,385000,7/26/2023,Washoe,3,0
SINGLE_FAMILY,7472 Hebrides Ct,Reno,NV,89506,3,2,1261,2002,398000,7/26/2023,Washoe,1,2
SINGLE_FAMILY,9755 Autumn Leaf Way,Reno,NV,89506,2,2,1384,1999,405000,7/26/2023,Washoe,1,3
SINGLE_FAMILY,5526 Western Rider Trl,Reno,NV,89511,2,2.5,1921,2023,980000,7/26/2023,Washoe,1,2
SINGLE_FAMILY,9620 Rolling Rock Way,Reno,NV,89521,3,2.5,2509,1999,716500,7/26/2023,Washoe,1,3
CONDOS,50 N Sierra St,Reno,NV,89501,1,1,762,2006,350000,7/26/2023,Washoe,1,0
CONDOS,1187 Wagon Wheel Cir,Reno,NV,89503,2,2,1069,1977,375000,7/26/2023,Washoe,1,2
SINGLE_FAMILY,3315 Big Sky Dr,Reno,NV,89503,4,3,2429,1996,625000,7/27/2023,Washoe,2,3
MOBILE,3858 Puffin St,Reno,NV,89508,3,2,1126,1986,366000,7/26/2023,Washoe,1,2
SINGLE_FAMILY,639 Gordon Ave,Reno,NV,89509,3,2,1869,1919,650000,7/26/2023,Washoe,2,1
SINGLE_FAMILY,8000 Sand Pebble Dr,Reno,NV,89506,3,2,1404,1997,419900,7/26/2023,Washoe,1,3
TOWNHOMES,1980 Dickerson Rd,Reno,NV,89503,2,2.5,1495,2004,500000,7/26/2023,Washoe,2,1
SINGLE_FAMILY,7976 Taconite Dr,Sparks,NV,89436,4,2.5,1860,2023,495990,7/26/2023,Washoe,2,0
SINGLE_FAMILY,1108 Dutch Hollow Trl,Reno,NV,89523,3,2,1925,2014,630000,7/25/2023,Washoe,1,1
SINGLE_FAMILY,16890 Ridge Star,Reno,NV,89521,4,3,3001,2013,1450000,7/25/2023,Washoe,1,3
SINGLE_FAMILY,1250 Trainer Way,Reno,NV,89512,3,1,925,1955,309000,7/25/2023,Washoe,1,0
SINGLE_FAMILY,5840 Slate Dr,Reno,NV,89523,4,3.5,3625,2006,1020000,7/25/2023,Washoe,2,3
SINGLE_FAMILY,2225 Rockdale Dr,Sparks,NV,89434,3,2,1376,1990,472000,7/25/2023,Washoe,1,2
SINGLE_FAMILY,2932 Amethyst Hills Dr,Reno,NV,89521,4,3.5,2822,2022,992657,7/25/2023,Washoe,1,3
SINGLE_FAMILY,1605 Plumas St,Reno,NV,89509,3,2,1367,1942,471500,7/26/2023,Washoe,2,1
SINGLE_FAMILY,7910 Corundum Dr,Sparks,NV,89436,3,2.5,1547,2023,457990,7/25/2023,Washoe,2,2
SINGLE_FAMILY,2053 Neuer Dr,Sparks,NV,89436,4,3,1885,2023,529950,7/25/2023,Washoe,1,2
SINGLE_FAMILY,1263 Union St,Sparks,NV,89434,3,2,1642,1982,438000,7/25/2023,Washoe,1,2
SINGLE_FAMILY,2350 Queen Anne Ct,Reno,NV,89509,4,3,2954,1989,1270000,7/25/2023,Washoe,2,3
SINGLE_FAMILY,511 Riverbed Cir,Reno,NV,89521,3,2.5,2086,2020,799000,7/25/2023,Washoe,1,2
SINGLE_FAMILY,1366 Satellite Dr,Sparks,NV,89436,3,2,1568,1987,530000,7/25/2023,Washoe,1,2
TOWNHOMES,1315 Jones St,Reno,NV,89503,2,2.5,1785,1971,415000,7/25/2023,Washoe,3,0
SINGLE_FAMILY,6108 Red Stable Rd,Sparks,NV,89436,4,3.5,3180,2019,649000,7/25/2023,Washoe,2,3
SINGLE_FAMILY,5275 Tappan Ct,Reno,NV,89523,4,2.5,2264,1995,574000,7/25/2023,Washoe,2,3
SINGLE_FAMILY,701 S Arlington Ave,Reno,NV,89509,2,1,1178,1920,625000,7/25/2023,Washoe,1,0
SINGLE_FAMILY,722 Ten Penny Dr,Sparks,NV,89441,3,2,1934,2020,638000,7/25/2023,Washoe,1,2
SINGLE_FAMILY,10180 Gooseberry Ct,Reno,NV,89523,3,2.5,2456,2021,1049000,7/25/2023,Washoe,1,3
SINGLE_FAMILY,7870 Quail Ridge Ct,Sun Valley,NV,89433,5,3,2231,2022,560000,7/25/2023,Washoe,2,2
SINGLE_FAMILY,6400 Zermatt Ct,Reno,NV,89511,3,3,2768,2000,1775000,7/25/2023,Washoe,1,2
SINGLE_FAMILY,300 Pesaro Way,Reno,NV,89521,4,2.5,1972,2012,625000,7/25/2023,Washoe,2,2
SINGLE_FAMILY,18216 Oakbrook Ln,Reno,NV,89508,3,2,1777,2005,435000,7/24/2023,Washoe,1,3
SINGLE_FAMILY,5406 Side Saddle Trl,Reno,NV,89511,5,5.5,4601,2022,1495845,7/25/2023,Washoe,2,3
SINGLE_FAMILY,2078 Rizzo Dr,Sparks,NV,89434,3,2,1333,1972,430000,7/24/2023,Washoe,1,2
MOBILE,3865 Swift Ct,Reno,NV,89508,3,2,1248,1977,285000,7/25/2023,Washoe,1,0
SINGLE_FAMILY,2100 Vale St,Reno,NV,89509,2,1,1068,1947,565000,7/24/2023,Washoe,1,1
SINGLE_FAMILY,2957 Stonebridge Trl,Reno,NV,89511,4,2.5,3065,2000,1030000,7/25/2023,Washoe,1,3
SINGLE_FAMILY,5775 Nordend Way,Reno,NV,89511,4,4.5,3641,2015,2600000,7/24/2023,Washoe,1,3
SINGLE_FAMILY,1685 Geary St,Reno,NV,89503,3,2,1773,1965,540000,7/25/2023,Washoe,1,2
SINGLE_FAMILY,10416 Palladium Mine Dr,Reno,NV,89521,4,3,3078,2017,975000,7/24/2023,Washoe,1,3
SINGLE_FAMILY,5548 Dapplegray Way,Reno,NV,89511,2,2.5,1921,2021,1072500,7/25/2023,Washoe,1,2
SINGLE_FAMILY,2370 Hickory Hill Way,Reno,NV,89523,4,2.5,2562,2005,740000,7/24/2023,Washoe,1,2
SINGLE_FAMILY,7403 Wallsend Dr,Reno,NV,89511,3,2.5,1753,1977,450000,7/24/2023,Washoe,2,2
SINGLE_FAMILY,3660 Lone Tree Ln,Reno,NV,89511,3,2.5,2996,1970,1200000,7/24/2023,Washoe,2,2
TOWNHOMES,3146 Bristle Branch Dr,Sparks,NV,89434,2,2,945,1979,265000,7/24/2023,Washoe,2,0
SINGLE_FAMILY,17838 Empire Ct,Reno,NV,89508,3,2,1505,2000,410000,7/24/2023,Washoe,1,2
SINGLE_FAMILY,1951 Glacier Meadow Dr,Reno,NV,89521,3,2.5,1619,2009,560000,7/24/2023,Washoe,2,2
SINGLE_FAMILY,8380 Castletroy Dr,Verdi,NV,89439,4,3,2536,2021,751000,7/24/2023,Washoe,1,3
SINGLE_FAMILY,3325 Blackstone Ct,Reno,NV,89509,3,2,1970,1991,620000,7/24/2023,Washoe,1,2
SINGLE_FAMILY,6075 Ditch Rider Rd,Sparks,NV,89436,3,2,1950,2019,525000,7/24/2023,Washoe,1,2
MOBILE,17680 Mockingbird Ct,Reno,NV,89508,3,2,1680,1980,275000,7/24/2023,Washoe,1,0
SINGLE_FAMILY,4582 Cobra Dr,Sparks,NV,89436,6,4,3892,2006,1050000,7/24/2023,Washoe,1,4
SINGLE_FAMILY,5070 Saint Andrews Dr,Reno,NV,89502,3,2,2218,1974,588000,7/24/2023,Washoe,1,4
SINGLE_FAMILY,215 Great Vine Ct,Sparks,NV,89441,4,3,2400,2023,642950,7/21/2023,Washoe,1,3
SINGLE_FAMILY,3660 Herons Landing Dr,Reno,NV,89502,3,2.5,1609,1999,455000,7/24/2023,Washoe,2,2
SINGLE_FAMILY,4558 Eagle Mountain Dr,Sparks,NV,89436,4,4,2932,1997,640000,7/21/2023,Washoe,2,3
TOWNHOMES,8540 Stormy Sky Ln,Reno,NV,89506,3,2.5,1336,2022,395000,7/21/2023,Washoe,2,2
SINGLE_FAMILY,3686 Banfi Ct,Sparks,NV,89436,3,2,1898,2005,509000,7/21/2023,Washoe,1,2
SINGLE_FAMILY,843 Tanager St,Incline Village,NV,89451,3,2.5,2116,1996,1675000,7/21/2023,Washoe,2,2
SINGLE_FAMILY,802 Gordon Ave,Reno,NV,89509,3,2,2232,1930,561000,7/24/2023,Washoe,1,2
SINGLE_FAMILY,4081 Desert Fox Dr,Sparks,NV,89436,5,3,2540,2003,835000,7/24/2023,Washoe,1,4
SINGLE_FAMILY,3490 Dawn Cir,Sparks,NV,89431,3,2,1528,1965,440000,7/21/2023,Washoe,1,2
SINGLE_FAMILY,2373 Novara Dr,Sparks,NV,89434,3,2,2087,2006,690000,7/24/2023,Washoe,1,3
SINGLE_FAMILY,10584 Rue St Raphael,Reno,NV,89511,3,3.5,3644,2001,1550000,7/21/2023,Washoe,2,3
SINGLE_FAMILY,1744 Mayberry Dr,Reno,NV,89509,2,2,1323,1983,555000,7/21/2023,Washoe,1,2
SINGLE_FAMILY,620 W Golden Valley Rd,Reno,NV,89506,3,2,1468,1999,375000,7/21/2023,Washoe,1,0
SINGLE_FAMILY,390 Devere Way,Sparks,NV,89431,3,1,1044,1960,406000,7/21/2023,Washoe,1,2
TOWNHOMES,1979 Amazonite Dr,Sparks,NV,89436,3,2.5,1453,2023,432990,7/21/2023,Washoe,2,2
SINGLE_FAMILY,3337 Vincinato Dr,Sparks,NV,89434,4,3,2071,2019,645000,7/21/2023,Washoe,2,2
SINGLE_FAMILY,18213 Silverleaf Ct,Reno,NV,89508,3,2,1457,2002,407000,7/14/2023,Washoe,1,2
SINGLE_FAMILY,8405 Chippewa Ave,Reno,NV,89506,3,2,1698,1979,467500,7/13/2023,Washoe,1,2
SINGLE_FAMILY,6230 W Cree Ct,Sun Valley,NV,89433,4,2.5,1979,1994,460000,7/13/2023,Washoe,2,2
SINGLE_FAMILY,3006 Murrelet Way,Sparks,NV,89441,4,3.5,3051,2023,633536,7/14/2023,Washoe,1,0
SINGLE_FAMILY,4491 Reddawn Dr,Reno,NV,89523,3,2.5,1743,1993,555000,7/14/2023,Washoe,2,2
SINGLE_FAMILY,2083 Neuer Dr,Sparks,NV,89436,3,2.5,2170,2023,510000,7/14/2023,Washoe,2,0
SINGLE_FAMILY,1860 Rock Haven Dr,Reno,NV,89511,4,2.5,2210,1985,800000,7/14/2023,Washoe,1,2
SINGLE_FAMILY,3240 Berthoud Ln,Reno,NV,89503,3,3,1669,1964,485000,7/14/2023,Washoe,2,1
SINGLE_FAMILY,2740 Brass Spur Way,Sparks,NV,89436,3,2,1537,2001,510000,7/14/2023,Washoe,1,2
CONDOS,255 N Sierra St,Reno,NV,89501,1,1,805,1978,265000,7/13/2023,Washoe,1,1
SINGLE_FAMILY,10031 Cascade Falls Dr,Reno,NV,89521,4,3,2509,2004,703000,7/13/2023,Washoe,2,3
SINGLE_FAMILY,100 Pinto Ranch Ct,Reno,NV,89510,3,2,2151,2022,725000,7/13/2023,Washoe,1,3
CONDOS,4571 Falcon Rock Ln,Sun Valley,NV,89433,3,2.5,1748,2020,389000,7/14/2023,Washoe,2,2
SINGLE_FAMILY,3030 Scottsdale Rd,Reno,NV,89512,5,3,2816,1977,560000,7/14/2023,Washoe,1,3
CONDOS,1000 Beck St,Reno,NV,89509,1,1,677,1979,219000,7/14/2023,Washoe,1,0
CONDOS,100 N Arlington Ave,Reno,NV,89501,2,2,1144,1966,327000,7/13/2023,Washoe,4,0
SINGLE_FAMILY,1330 Trainer Dr,Reno,NV,89512,3,1,952,1965,333000,7/14/2023,Washoe,1,2
SINGLE_FAMILY,10325 Gold Mine Dr,Reno,NV,89521,4,3,2087,2018,749900,7/14/2023,Washoe,1,3
SINGLE_FAMILY,7670 Blue Earth Dr,Sparks,NV,89436,4,3,2288,2022,695995,7/13/2023,Washoe,2,3
SINGLE_FAMILY,1742 Colavita Way,Reno,NV,89521,3,2,2068,2004,649000,7/12/2023,Washoe,1,3
SINGLE_FAMILY,4698 Goodwin Ct,Sparks,NV,89436,3,2,1294,1999,500000,7/13/2023,Washoe,1,2
TOWNHOMES,7600 Armin Cir,Reno,NV,89511,3,2.5,1540,1984,407000,7/13/2023,Washoe,2,2
SINGLE_FAMILY,15660 Fawn Ln,Reno,NV,89511,3,2,1803,1992,725000,7/13/2023,Washoe,1,3
SINGLE_FAMILY,2550 Beaumont Pkwy,Reno,NV,89523,4,3.5,3170,1999,875000,7/12/2023,Washoe,2,3
TOWNHOMES,3678 Warren Way,Reno,NV,89509,1,1,648,2006,285500,7/13/2023,Washoe,1,1
SINGLE_FAMILY,9545 Cordoba Blvd,Sparks,NV,89441,3,2.5,2292,2006,700000,7/13/2023,Washoe,1,3
SINGLE_FAMILY,839 18th St,Sparks,NV,89431,3,2,952,1930,356000,7/13/2023,Washoe,1,1
CONDOS,1465 E Peckham Ln,Reno,NV,89502,2,2,1036,1984,260000,7/12/2023,Washoe,2,0
SINGLE_FAMILY,1442 Wessex Cir,Reno,NV,89503,3,2,1543,2001,545000,7/13/2023,Washoe,1,2
TOWNHOMES,555 Madeline Jane Ln,Reno,NV,89503,2,2.5,1496,2006,365000,7/12/2023,Washoe,3,1
SINGLE_FAMILY,9755 Stone Vista Ct,Reno,NV,89506,4,3,1942,1999,470000,7/13/2023,Washoe,2,3
CONDOS,4680 Rio Poco Rd,Reno,NV,89502,1,1,519,1981,200000,7/12/2023,Washoe,1,0
SINGLE_FAMILY,6945 Sunkist Dr,Sparks,NV,89436,3,2.5,1630,1985,487000,7/12/2023,Washoe,2,2
TOWNHOMES,426 Smithridge Park,Reno,NV,89502,2,1.5,1220,1970,270000,7/12/2023,Washoe,2,0
CONDOS,4608 Neil Rd,Reno,NV,89502,1,1,644,1978,163000,7/12/2023,Washoe,1,0
SINGLE_FAMILY,10000 Adobe Dr,Reno,NV,89508,5,3,2256,1978,580000,7/12/2023,Washoe,2,3
SINGLE_FAMILY,1128 Lakeshore Blvd,Incline Village,NV,89451,5,5.5,6085,2015,1150000,7/12/2023,Washoe,2,0
SINGLE_FAMILY,2656 Antonio Ln,Reno,NV,89523,4,3,2537,2000,760000,7/12/2023,Washoe,2,3
CONDOS,2649 Sunny Slope Dr,Sparks,NV,89434,2,2,824,1987,270000,7/12/2023,Washoe,1,1
SINGLE_FAMILY,7374 Sansol Dr,Sparks,NV,89436,4,2,1784,2001,590000,7/12/2023,Washoe,1,3
SINGLE_FAMILY,8918 Coyote Bluff Dr,Reno,NV,89506,4,3,2203,2023,490000,7/12/2023,Washoe,2,2
SINGLE_FAMILY,8190 Fire Opal Ln,Reno,NV,89506,4,3,3137,2006,605000,7/12/2023,Washoe,2,3
SINGLE_FAMILY,11216 Freedom Range Ln,Reno,NV,89521,3,2,1847,2023,750020,7/11/2023,Washoe,1,0
SINGLE_FAMILY,5475 Hidden Green Pt,Reno,NV,89502,4,3,2857,1995,955000,7/11/2023,Washoe,1,3
MOBILE,1475 Newport Ln,Reno,NV,89506,3,3,1573,1994,380000,7/11/2023,Washoe,1,0
SINGLE_FAMILY,10030 Star Fall Dr,Reno,NV,89506,3,2,1161,2000,385000,7/12/2023,Washoe,1,2
SINGLE_FAMILY,7780 Tulear St,Reno,NV,89506,3,2,1413,2005,403000,7/13/2023,Washoe,1,2
MULTI_FAMILY,198 Country Club Dr,Incline Village,NV,89451,3,2.5,2112,1995,2200000,7/12/2023,Washoe,2,2
SINGLE_FAMILY,1571 Elk Run Trl,Reno,NV,89523,4,3,2515,2020,870000,7/13/2023,Washoe,1,2
SINGLE_FAMILY,730 Maplewood Dr,Reno,NV,89509,3,2,1716,1958,680000,7/12/2023,Washoe,1,2
SINGLE_FAMILY,3270 Indian Ln,Reno,NV,89506,3,2,1556,1982,550000,7/11/2023,Washoe,1,2
TOWNHOMES,1229 Freddie Ct,Reno,NV,89503,2,2,1314,1977,325000,7/11/2023,Washoe,2,2
SINGLE_FAMILY,158 Tramway Rd,Incline Village,NV,89451,3,2.5,1502,1985,1525000,7/11/2023,Washoe,1,2
SINGLE_FAMILY,2028 Whitecliff Dr,Reno,NV,89521,4,3.5,2680,2014,700000,7/11/2023,Washoe,2,3
MOBILE,1271 Deerlodge Rd,Reno,NV,89508,3,2,1701,2000,475000,7/11/2023,Washoe,1,2
CONDOS,255 N Sierra St,Reno,NV,89501,1,2,1011,1978,450000,7/11/2023,Washoe,1,1
SINGLE_FAMILY,8111 Highland Flume Cir,Reno,NV,89523,3,3.5,2470,2005,625000,7/11/2023,Washoe,2,2
SINGLE_FAMILY,15425 Willow Brook Dr,Reno,NV,89511,3,2,2240,1975,730000,7/11/2023,Washoe,1,0
SINGLE_FAMILY,7981 Taconite Dr,Sparks,NV,89436,3,2.5,1547,2023,449990,7/10/2023,Washoe,2,2
SINGLE_FAMILY,11850 Desert Bloom Dr,Reno,NV,89506,3,2,1440,1999,434900,7/11/2023,Washoe,1,2
SINGLE_FAMILY,7845 Morro Ave,Sparks,NV,89436,3,2,1706,1998,524000,7/11/2023,Washoe,1,2
SINGLE_FAMILY,3706 Lepus Dr,Sparks,NV,89436,4,3,2554,2006,590000,7/11/2023,Washoe,2,2
SINGLE_FAMILY,674 Goodsprings Dr,Reno,NV,89506,2,2,1260,2020,395000,7/11/2023,Washoe,1,1
SINGLE_FAMILY,5619 Vista Terrace Ln,Sparks,NV,89436,4,4.5,5019,2004,1250000,7/11/2023,Washoe,1,4
SINGLE_FAMILY,3355 Basque Oven Rd,Reno,NV,89510,3,3.5,2637,2013,848000,7/11/2023,Washoe,1,3
SINGLE_FAMILY,7685 Los Lagos Ave,Sparks,NV,89436,3,2.5,2858,1998,643000,7/10/2023,Washoe,2,3
SINGLE_FAMILY,8005 Miramar Ct,Sparks,NV,89436,3,2,1706,1999,513000,7/10/2023,Washoe,1,3
SINGLE_FAMILY,3124 Ten Mile Dr,Sparks,NV,89436,3,3,2228,2002,659000,7/10/2023,Washoe,1,2
SINGLE_FAMILY,10632 Fort Morgan Way,Reno,NV,89521,4,3,2358,2006,650000,7/10/2023,Washoe,2,3
SINGLE_FAMILY,1585 University Ter,Reno,NV,89503,3,1.5,1014,1952,365000,7/11/2023,Washoe,1,2
MULTI_FAMILY,3964 Neil Rd,Reno,NV,89502,6,5,3712,1978,755000,7/10/2023,Washoe,2,0
SINGLE_FAMILY,2416 Spring Flower Dr,Reno,NV,89521,3,2,1697,2005,600000,7/12/2023,Washoe,1,2
SINGLE_FAMILY,4847 Jacmel Ct,Sparks,NV,89436,4,3,2887,2014,855000,7/11/2023,Washoe,1,3
SINGLE_FAMILY,2105 Gregorgio Ln,Reno,NV,89521,2,2,1690,2018,681000,7/10/2023,Washoe,1,2
SINGLE_FAMILY,10 Maranatha Rd,Washoe Valley,NV,89704,4,3.5,3294,1973,975000,7/10/2023,Washoe,2,4
SINGLE_FAMILY,7615 Crest Bluff Ct,Reno,NV,89506,3,2,2423,2008,560000,7/10/2023,Washoe,1,3
MOBILE,664 Bud Lake Ln,Reno,NV,89506,3,2,1475,2003,345000,7/10/2023,Washoe,1,1
SINGLE_FAMILY,559 Beckwourth Dr,Reno,NV,89506,3,2.5,2114,2015,630000,7/10/2023,Washoe,1,3
SINGLE_FAMILY,5700 W Brookdale Dr,Reno,NV,89523,3,2.5,1941,1996,610000,7/10/2023,Washoe,2,2
SINGLE_FAMILY,4620 Rio Encantado Ln,Reno,NV,89502,3,2,1610,1978,490000,7/10/2023,Washoe,1,2
SINGLE_FAMILY,1690 Hanover Dr,Reno,NV,89523,4,3,2152,1986,569000,7/10/2023,Washoe,2,3
SINGLE_FAMILY,1618 Disc Dr,Sparks,NV,89436,4,2.5,2495,1994,560000,7/10/2023,Washoe,2,3
