type,street,city,state,zip_code,beds,total_baths,sqft,year_built,sold_price,sold_date,county,stories,parking_garage
SINGLE_FAMILY,1934 Morgan Ct,Gardnerville,NV,89410,4,3.5,3546,2000,785000,12/15/2020,Douglas,2,3
SINGLE_FAMILY,443 Big Sky Trl,Genoa,NV,89411,3,3.5,2683,2018,935000,12/15/2020,Douglas,1,3
SINGLE_FAMILY,1407 Willow Creek Ln,Gardnerville,NV,89410,5,4.5,5838,2000,1345000,12/15/2020,Douglas,2,4
SINGLE_FAMILY,3509 Long Dr,Minden,NV,89423,2,2.5,2051,2005,499000,12/11/2020,Douglas,1,2
TOWNHOMES,233 Clubhouse Cir,Zephyr Cove,NV,89448,3,3.5,1676,1975,620000,12/11/2020,Douglas,3,0
SINGLE_FAMILY,136 Ponderosa Dr,Stateline,NV,89449,5,3,2322,1959,960000,12/11/2020,Douglas,0,2
SINGLE_FAMILY,136 Ponderosa,Zephyr Cove,NV,89448,5,3,2322,1959,960000,12/11/2020,Douglas,2,2
SINGLE_FAMILY,1778 Mahogany Cir,Minden,NV,89423,3,2,1619,1994,375000,12/9/2020,Douglas,1,2
SINGLE_FAMILY,197 Juniper Dr,Stateline,NV,89449,3,3,2048,1975,812000,12/11/2020,Douglas,2,2
SINGLE_FAMILY,1722 US Highway 50,Glenbrook,NV,89413,6,6,3516,1984,5400000,12/10/2020,Douglas,0,2
TOWNHOMES,453 McFaul Way,Zephyr Cove,NV,89448,2,1.5,992,1978,510000,12/11/2020,Douglas,2,1
SINGLE_FAMILY,270 Mark St,Gardnerville,NV,89410,3,2,1531,2006,355000,12/10/2020,Douglas,1,2
SINGLE_FAMILY,1553 County Rd,Minden,NV,89423,3,1.5,1432,1959,490000,12/10/2020,Douglas,2,2
MULTI_FAMILY,1527 Douglas Ave,Gardnerville,NV,89410,4,0,1904,1978,345000,12/11/2020,Douglas,1,0
SINGLE_FAMILY,1354 Winding Way,Zephyr Cove,NV,89448,4,3.5,4237,1983,1650000,12/9/2020,Douglas,0,2
CONDOS,190 Clubhouse Cir,Zephyr Cove,NV,89449,3,2,1307,1973,698500,12/9/2020,Douglas,2,0
SINGLE_FAMILY,275 Walker St,Gardnerville,NV,89410,3,2,1531,2006,355000,12/9/2020,Douglas,1,2
SINGLE_FAMILY,953 Ranchview Cir,Carson City,NV,89705,3,2,1564,1997,427500,12/8/2020,Douglas,1,2
TOWNHOMES,170 Elks Point Rd,Zephyr Cove,NV,89448,0,0,1105,2003,55769,12/10/2020,Douglas,3,0
SINGLE_FAMILY,1894 Colt Ln,Gardnerville,NV,89410,4,3.5,2643,2003,799900,12/4/2020,Douglas,1,6
SINGLE_FAMILY,1222 Bobwire Ln,Gardnerville,NV,89460,3,2.5,2654,2005,825000,12/9/2020,Douglas,1,5
SINGLE_FAMILY,1700 Mackland Ave,Minden,NV,89423,3,2,1572,1987,379000,12/9/2020,Douglas,1,2
SINGLE_FAMILY,1354 Winding Way,Zephyr Cove,NV,89448,0,0,4237,1982,1695000,12/9/2020,Douglas,3,0
SINGLE_FAMILY,3471 Gregory Ct,Carson City,NV,89705,0,0,1260,1990,122000,12/8/2020,Douglas,1,0
SINGLE_FAMILY,298 Chimney Rock Rd,Stateline,NV,89449,4,2,1040,1962,551500,12/8/2020,Douglas,1,2
SINGLE_FAMILY,1353 Bridle Way,Minden,NV,89423,3,2,1692,1991,475000,12/9/2020,Douglas,1,2
SINGLE_FAMILY,232 McFaul Way,Zephyr Cove,NV,89448,3,2,1720,1975,775000,12/8/2020,Douglas,2,2
MULTI_FAMILY,1426 Douglas Ave,Gardnerville,NV,89410,3,2,1351,1957,343000,12/7/2020,Douglas,1,0
CONDOS,1256 Concho Trl,Gardnerville,NV,89410,2,2,1307,2018,330000,12/7/2020,Douglas,2,1
SINGLE_FAMILY,1795 Bella Casa Dr,Minden,NV,89423,0,0,2402,2020,668160,12/7/2020,Douglas,1,0
MULTI_FAMILY,190 Clubhouse Cir,Zephyr Cove,NV,89448,0,0,1294,1973,698500,12/8/2020,Douglas,2,0
SINGLE_FAMILY,4270 Old Clear Creek Rd,Carson City,NV,89705,6,5,5518,2002,1385000,12/4/2020,Douglas,2,3
SINGLE_FAMILY,1119 Ladera Ln,Gardnerville,NV,89410,3,2.5,1906,1998,625000,12/4/2020,Douglas,1,3
SINGLE_FAMILY,2889 Cloudburst Canyon Dr,Genoa,NV,89411,4,4.5,4036,2008,1200000,12/4/2020,Douglas,1,3
SINGLE_FAMILY,135 Aspen Way,Glenbrook,NV,89413,0,0,1400,1980,695000,12/4/2020,Douglas,1,0
SINGLE_FAMILY,1161 Chaparral Ct,Minden,NV,89423,5,3,3022,1995,617500,12/4/2020,Douglas,2,3
SINGLE_FAMILY,668 Tina Ct,Glenbrook,NV,89413,0,0,1938,1961,1825000,12/4/2020,Douglas,1,0
CONDOS,1179 Cottonwood St,Gardnerville,NV,89410,2,2.5,1533,1994,345000,12/3/2020,Douglas,2,2
SINGLE_FAMILY,22 Fleishmann Ln,Glenbrook,NV,89413,4,4,4040,1980,3575000,12/2/2020,Douglas,2,2
TOWNHOMES,100 Lake Village Dr,Stateline,NV,89449,4,3,2160,1974,645000,12/2/2020,Douglas,0,0
SINGLE_FAMILY,705 Lassen Way,Gardnerville,NV,89460,3,2,1248,1987,337000,12/1/2020,Douglas,1,2
SINGLE_FAMILY,135 Aspen Way,Stateline,NV,89449,3,2,1400,1980,695000,12/4/2020,Douglas,2,2
MOBILE,225 Walker St,Gardnerville,NV,89410,3,2,1356,2000,228500,12/1/2020,Douglas,1,3
MULTI_FAMILY,100 Lake Village Dr,Stateline,NV,89449,0,0,2160,1974,645000,12/2/2020,Douglas,2,0
SINGLE_FAMILY,656 Inspiration Dr,Zephyr Cove,NV,89448,0,0,1832,1971,1200000,12/2/2020,Douglas,1,0
SINGLE_FAMILY,1768 Merino Cir,Gardnerville,NV,89410,4,3.5,3040,2020,995000,12/4/2020,Douglas,1,3
SINGLE_FAMILY,2220 Lands End Dr,Glenbrook,NV,89413,5,5,6888,1985,10700000,12/1/2020,Douglas,3,4
SINGLE_FAMILY,751 Church St,Zephyr Cove,NV,89448,4,2,2138,1926,1210000,11/30/2020,Douglas,0,0
SINGLE_FAMILY,1796 Bougainvillea Dr,Minden,NV,89423,4,3,2173,1997,585000,12/4/2020,Douglas,1,3
SINGLE_FAMILY,422 Claire Ct,Gardnerville,NV,89460,6,4.5,5330,1997,1250000,12/1/2020,Douglas,2,10
CONDOS,769 Tina Ct,Stateline,NV,89449,2,2,900,1981,355000,12/1/2020,Douglas,1,0
SINGLE_FAMILY,1556 Steve Ct,Minden,NV,89423,4,3,2711,1999,750000,11/30/2020,Douglas,1,3
SINGLE_FAMILY,1139 Autumn Hills Rd,Gardnerville,NV,89460,0,0,2022,1992,750000,12/1/2020,Douglas,1,0
SINGLE_FAMILY,22 Fleischmann Ln,Glenbrook,NV,89413,0,0,4040,1980,3575000,12/2/2020,Douglas,1,0
SINGLE_FAMILY,35 Mehrten Rd,Glenbrook,NV,89413,0,0,3935,2017,2550000,11/30/2020,Douglas,2,0
TOWNHOMES,916 Tillman Ln,Gardnerville,NV,89460,3,2,1725,1979,375000,11/30/2020,Douglas,1,2
SINGLE_FAMILY,2609 Wildrye Ct,Minden,NV,89423,3,2,1686,1995,480000,11/30/2020,Douglas,1,2
SINGLE_FAMILY,35 Mehrtens Rd,Zephyr Cove,NV,89448,3,3.5,3935,2017,2550000,11/30/2020,Douglas,2,2
SINGLE_FAMILY,1018 Stephanie Way,Minden,NV,89423,3,3.5,3248,2002,1100000,11/30/2020,Douglas,1,6
SINGLE_FAMILY,2676 Becky Ave,Minden,NV,89423,4,2,1628,1990,520000,11/30/2020,Douglas,1,3
CONDOS,255 Tramway Dr,Stateline,NV,89449,2,1,600,1980,315000,11/30/2020,Douglas,1,0
SINGLE_FAMILY,3661 Shawnee Dr,Carson City,NV,89705,3,2,2189,1966,595000,11/24/2020,Douglas,2,3
SINGLE_FAMILY,751 Church St,Glenbrook,NV,89413,0,0,2138,1926,1210000,11/30/2020,Douglas,1,0
SINGLE_FAMILY,1155 Centerville Ln,Gardnerville,NV,89460,3,3,2015,1964,525000,11/30/2020,Douglas,1,3
TOWNHOMES,1148 Montevideo Cir,Minden,NV,89423,3,2.5,1517,2020,352526,11/27/2020,Douglas,2,2
SINGLE_FAMILY,369 Summit Dr,Stateline,NV,89449,0,0,5563,1971,2250000,11/25/2020,Douglas,1,0
TOWNHOMES,9 Katherine Ct,Stateline,NV,89449,2,2,1483,1979,695000,11/25/2020,Douglas,2,2
CONDOS,364 Quaking Aspen Ln,Stateline,NV,89449,4,2,1256,1979,465000,11/25/2020,Douglas,2,0
SINGLE_FAMILY,261 Mill Race Loop,Carson City,NV,89705,3,3.5,2364,2020,2425000,11/24/2020,Douglas,1,2
SINGLE_FAMILY,1580 Alba Vis,Gardnerville,NV,89410,3,2,2100,2004,619000,11/24/2020,Douglas,1,6
SINGLE_FAMILY,218 Terrace View Dr,Stateline,NV,89449,0,0,4075,1964,1350000,11/23/2020,Douglas,1,0
SINGLE_FAMILY,1051 Skyland Dr,Zephyr Cove,NV,89448,3,5,6131,1987,3300000,11/23/2020,Douglas,2,2
SINGLE_FAMILY,369 Summit Dr,Stateline,NV,89448,6,6,6300,1971,2250000,11/25/2020,Douglas,3,3
MOBILE,3423 Tourmaline Way,Carson City,NV,89705,3,2,1572,1982,295000,11/25/2020,Douglas,1,0
SINGLE_FAMILY,35 Mehrtens Rd,Glenbrook,NV,89413,3,3.5,3935,2017,2550000,11/25/2020,Douglas,0,0
SINGLE_FAMILY,888 Valley Crest Dr,Carson City,NV,89705,3,2,1597,1999,424900,11/24/2020,Douglas,1,2
SINGLE_FAMILY,103 Mark St,Gardnerville,NV,89410,3,2,1364,2002,325000,11/25/2020,Douglas,1,2
TOWNHOMES,1194 Montevideo Cir,Minden,NV,89423,4,2.5,2378,2020,405054,11/23/2020,Douglas,2,2
SINGLE_FAMILY,1076 E Valley Rd,Gardnerville,NV,89410,0,0,2330,1997,305000,11/23/2020,Douglas,1,0
SINGLE_FAMILY,447 Lakeview Ave,Zephyr Cove,NV,89448,4,2.5,1744,1967,1560000,11/23/2020,Douglas,2,0
SINGLE_FAMILY,1011 Georgia Ln,Gardnerville,NV,89460,3,3,2169,1990,899000,11/23/2020,Douglas,1,3
SINGLE_FAMILY,2397 Genoa Highlands Dr,Genoa,NV,89411,4,4.5,3421,2005,1130000,11/25/2020,Douglas,2,3
SINGLE_FAMILY,268 Walker St,Gardnerville,NV,89410,3,2,2049,2015,418000,11/20/2020,Douglas,1,3
SINGLE_FAMILY,1881 Milkweed Ct,Gardnerville,NV,89410,4,3,3306,1998,1180000,11/23/2020,Douglas,2,4
SINGLE_FAMILY,2894 Cloudburst Canyon Dr,Genoa,NV,89411,3,3.5,3260,2009,1100000,11/23/2020,Douglas,1,3
SINGLE_FAMILY,1260 Heybourne Rd,Gardnerville,NV,89410,4,2.5,2824,2013,525000,11/20/2020,Douglas,2,3
SINGLE_FAMILY,1443 S Highway 395,Gardnerville,NV,89410,3,3.5,2816,1994,1295000,11/20/2020,Douglas,2,10
CONDOS,339 Tramway Dr,Stateline,NV,89449,3,2,1552,1973,475000,11/20/2020,Douglas,4,0
SINGLE_FAMILY,1319 Mary Jo Dr,Gardnerville,NV,89460,3,2,1414,1985,320000,11/23/2020,Douglas,1,2
SINGLE_FAMILY,1405 US Highway 395,Gardnerville,NV,89410,0,0,1925,1993,1295000,11/20/2020,Douglas,1,0
SINGLE_FAMILY,1808 Bella Casa Dr,Minden,NV,89423,5,3,2525,2020,640150,11/20/2020,Douglas,1,3
SINGLE_FAMILY,1126 N Fork Trl,Minden,NV,89423,4,4,3263,2005,879000,11/20/2020,Douglas,1,3
SINGLE_FAMILY,255 Walker St,Gardnerville,NV,89410,3,2,1510,2002,340000,11/20/2020,Douglas,1,2
SINGLE_FAMILY,1308 Windsor Ct,Gardnerville,NV,89410,3,2,1365,1999,410000,11/20/2020,Douglas,1,2
MULTI_FAMILY,109 Lake Village Dr,Glenbrook,NV,89413,0,0,1152,1973,485000,11/20/2020,Douglas,2,0
OTHER,1560 US Highway 395,Minden,NV,89423,0,0,1120,2003,1640000,11/19/2020,Douglas,1,0
CONDOS,109 Lake Village Dr,Stateline,NV,89449,2,1.5,1152,1973,485000,11/20/2020,Douglas,2,0
SINGLE_FAMILY,1641 W Minden Village Loop,Minden,NV,89423,3,2,1523,2006,390000,11/19/2020,Douglas,2,2
OTHER,1415 US Highway 395,Gardnerville,NV,89410,0,0,484,1916,1295000,11/20/2020,Douglas,1,0
SINGLE_FAMILY,218 Terrace Vw,Stateline,NV,89448,5,3.5,3824,1964,1350000,11/23/2020,Douglas,2,6
SINGLE_FAMILY,1371 Brooke Way,Gardnerville,NV,89410,3,2,1252,2004,375000,11/20/2020,Douglas,1,2
SINGLE_FAMILY,458 Egret Court,Genoa,NV,89411,3,3.5,3035,2020,817740,11/19/2020,Douglas,1,3
SINGLE_FAMILY,1111 Oro Way,Gardnerville,NV,89460,3,2.5,2107,1990,735000,11/18/2020,Douglas,1,2
SINGLE_FAMILY,2621 Skyline Dr,Minden,NV,89423,3,3,2658,2004,775000,11/20/2020,Douglas,1,8
SINGLE_FAMILY,1288 Lincoln Park Cir,Glenbrook,NV,89413,3,3,2309,2003,1599000,11/19/2020,Douglas,0,2
SINGLE_FAMILY,1264 Kyndal Way,Gardnerville,NV,89460,0,0,1732,2001,240000,11/19/2020,Douglas,1,0
SINGLE_FAMILY,1337 Mary Jo Dr,Gardnerville,NV,89460,3,2,1420,1989,369000,11/20/2020,Douglas,1,2
SINGLE_FAMILY,1709 Lantana Dr,Minden,NV,89423,3,2,2034,1989,420000,11/19/2020,Douglas,1,2
SINGLE_FAMILY,1210 Sierra Vista Dr,Gardnerville,NV,89460,3,2.5,3059,2005,950000,11/18/2020,Douglas,1,5
SINGLE_FAMILY,1454 Kerry Ct,Gardnerville,NV,89460,3,2.5,2617,1988,625000,11/18/2020,Douglas,1,2
SINGLE_FAMILY,3501 Green Acre Dr,Carson City,NV,89705,4,3,2946,1977,585000,11/19/2020,Douglas,2,2
SINGLE_FAMILY,1495 Cardiff Dr,Gardnerville,NV,89410,3,2,2040,2015,525000,11/17/2020,Douglas,1,3
SINGLE_FAMILY,458 Egret Ct,Carson City,NV,89705,0,0,3038,2020,817740,11/19/2020,Douglas,1,0
SINGLE_FAMILY,741 Lakeview Cir,Zephyr Cove,NV,89448,4,3,2612,1965,770000,11/17/2020,Douglas,2,2
SINGLE_FAMILY,2834 Cloudburst Canyon Dr,Genoa,NV,89411,4,3.5,2504,2020,687900,11/17/2020,Douglas,1,3
SINGLE_FAMILY,600 W Fork Vista Ln,Gardnerville,NV,89460,0,0,3867,2004,1800000,11/16/2020,Douglas,1,0
SINGLE_FAMILY,184 Taylor Creek Rd,Gardnerville,NV,89460,3,3.5,3693,2007,1295000,11/17/2020,Douglas,2,3
SINGLE_FAMILY,1332 Chichester Dr,Gardnerville,NV,89410,0,0,1533,2000,235000,11/17/2020,Douglas,1,0
SINGLE_FAMILY,1061 Arroyo Dr,Gardnerville,NV,89410,3,2,1500,1984,460000,11/17/2020,Douglas,1,2
SINGLE_FAMILY,1139 Country Club Dr,Minden,NV,89423,4,2.5,2588,1999,656000,11/17/2020,Douglas,1,3
SINGLE_FAMILY,177 Granite Spgs,Stateline,NV,89449,6,5.5,4600,2006,3150000,11/16/2020,Douglas,2,3
TOWNHOMES,151 Palisades Dr,Stateline,NV,89449,2,2.5,1440,1986,659000,11/16/2020,Douglas,3,2
SINGLE_FAMILY,1341 Victoria Dr,Gardnerville,NV,89460,3,2,1444,1989,402000,11/16/2020,Douglas,1,2
TOWNHOMES,76 S Rubicon Cir,Stateline,NV,89449,3,2,1440,1975,527000,11/16/2020,Douglas,2,0
SINGLE_FAMILY,8 Scott St,Gardnerville,NV,89410,0,0,1425,2003,270000,11/17/2020,Douglas,1,0
SINGLE_FAMILY,1381 Falstaff Ln,Gardnerville,NV,89410,0,0,1431,2002,259500,11/17/2020,Douglas,1,0
SINGLE_FAMILY,3316 Dog Leg Dr,Minden,NV,89423,3,3,2703,2004,610000,11/16/2020,Douglas,1,2
CONDOS,702 Bonnie,Stateline,NV,89449,3,3,1650,1980,650000,11/18/2020,Douglas,3,0
SINGLE_FAMILY,1352 Jobs Peak Dr,Gardnerville,NV,89460,3,2,1590,1976,370000,11/16/2020,Douglas,1,2
SINGLE_FAMILY,1256 Myers Dr,Gardnerville,NV,89410,4,2,2304,1975,505000,11/16/2020,Douglas,1,2
SINGLE_FAMILY,598 Centerville Ln,Gardnerville,NV,89460,5,5,5801,2005,1700000,11/18/2020,Douglas,2,6
SINGLE_FAMILY,2530 Henning Ln,Minden,NV,89423,4,2.5,2577,1978,625000,11/13/2020,Douglas,1,4
TOWNHOMES,702 Bonnie Dr,Glenbrook,NV,89413,0,0,1600,1980,650000,11/18/2020,Douglas,1,0
SINGLE_FAMILY,886 Vista Park Dr,Carson City,NV,89705,4,2,1923,1999,495000,11/16/2020,Douglas,1,3
SINGLE_FAMILY,1309 Petar Dr,Gardnerville,NV,89410,0,0,1431,2001,160000,11/18/2020,Douglas,1,0
SINGLE_FAMILY,1036 Haystack Dr,Carson City,NV,89705,3,2,1639,2002,425000,11/16/2020,Douglas,1,3
MULTI_FAMILY,177 Granite Springs Dr,Stateline,NV,89449,0,0,3148,2006,3150000,11/16/2020,Douglas,1,0
SINGLE_FAMILY,370 Terrace View Dr,Glenbrook,NV,89413,0,0,2496,1986,146000,11/16/2020,Douglas,2,0
TOWNHOMES,115 Tramway Dr,Stateline,NV,89449,0,0,936,1977,328000,11/13/2020,Douglas,2,0
SINGLE_FAMILY,370 Terrace View Dr,Stateline,NV,89449,3,3,2500,1986,1460000,11/16/2020,Douglas,2,3
TOWNHOMES,76 Lake Village Dr,Glenbrook,NV,89413,0,0,1440,1975,527000,11/16/2020,Douglas,1,0
CONDOS,600 Highway 50,Zephyr Cove,NV,89448,3,3,1748,1980,710000,11/13/2020,Douglas,2,0
SINGLE_FAMILY,455 Seminole Ct,Zephyr Cove,NV,89448,6,6,6214,1978,2150000,11/12/2020,Douglas,4,2
SINGLE_FAMILY,874 Palisade Cir,Gardnerville,NV,89460,3,2,2418,1975,479000,11/12/2020,Douglas,1,4
SINGLE_FAMILY,1059 Tenabo Ln,Gardnerville,NV,89410,3,2,1416,1987,469900,11/13/2020,Douglas,1,4
SINGLE_FAMILY,1328 Windsor Dr,Gardnerville,NV,89410,0,0,1355,1999,350000,11/13/2020,Douglas,1,0
SINGLE_FAMILY,1356 Westminster Pl,Gardnerville,NV,89410,3,2,1252,2002,375000,11/13/2020,Douglas,1,2
TOWNHOMES,1146 Montevideo Cir,Minden,NV,89423,3,2.5,1517,2020,355652,11/12/2020,Douglas,2,2
SINGLE_FAMILY,285 Elks Point Rd,Zephyr Cove,NV,89448,5,3,2510,1971,1050000,11/12/2020,Douglas,2,2
SINGLE_FAMILY,622 Bluerock Rd,Gardnerville,NV,89460,3,2,1691,1992,412000,11/12/2020,Douglas,1,2
SINGLE_FAMILY,1429 Patricia Dr,Gardnerville,NV,89460,3,2,1966,1990,519000,11/10/2020,Douglas,1,3
SINGLE_FAMILY,1240 Eddy St,Gardnerville,NV,89410,2,1,968,1952,255000,11/10/2020,Douglas,1,1
SINGLE_FAMILY,1242 Eddy St,Gardnerville,NV,89410,2,1,968,1953,310000,11/10/2020,Douglas,1,1
TOWNHOMES,1150 Montevideo Cir,Minden,NV,89423,0,0,2058,2021,389648,11/12/2020,Douglas,2,0
SINGLE_FAMILY,165 Back Rd,Glenbrook,NV,89413,0,0,3088,1962,4900000,11/12/2020,Douglas,1,0
SINGLE_FAMILY,161 Juniper Dr,Stateline,NV,89449,3,2,1288,1977,725000,11/12/2020,Douglas,1,2
SINGLE_FAMILY,792 Hornet Dr,Gardnerville,NV,89460,3,2,1232,1985,325000,11/12/2020,Douglas,1,2
SINGLE_FAMILY,1230 Heybourne Rd,Gardnerville,NV,89410,3,2,2077,2019,555000,11/12/2020,Douglas,1,3
SINGLE_FAMILY,165 The Back Rd,Glenbrook,NV,89413,7,3,3105,1962,4900000,11/12/2020,Douglas,2,1
SINGLE_FAMILY,1310 Brooke Way,Gardnerville,NV,89410,3,2.5,2175,2000,455000,11/10/2020,Douglas,2,2
SINGLE_FAMILY,602 Don Dr,Zephyr Cove,NV,89448,5,4.5,3894,2001,1500000,11/9/2020,Douglas,0,2
SINGLE_FAMILY,1350 Honeybee Ln,Gardnerville,NV,89460,0,0,1160,1987,359900,11/10/2020,Douglas,1,0
SINGLE_FAMILY,1646 W Minden Village Pl,Minden,NV,89423,3,2.5,1619,2005,365000,11/12/2020,Douglas,2,2
TOWNHOMES,6 Katherine Ct,Stateline,NV,89449,3,2.5,1823,1979,692000,11/10/2020,Douglas,2,2
MULTI_FAMILY,765 Wagon A Dr,Gardnerville,NV,89460,4,4,2208,1989,410000,11/9/2020,Douglas,1,0
CONDOS,160 Tramway Dr,Stateline,NV,89449,2,2,957,1979,380000,11/6/2020,Douglas,2,0
SINGLE_FAMILY,3670 Cindys Trl,Carson City,NV,89705,2,3.5,2471,1984,550000,11/6/2020,Douglas,1,8
SINGLE_FAMILY,245 Genoa Peak Ct,Genoa,NV,89411,4,3.5,3500,2002,930000,11/6/2020,Douglas,2,3
CONDOS,752 Bigler Ct,Stateline,NV,89449,3,2.5,1434,1979,550000,11/6/2020,Douglas,4,0
SINGLE_FAMILY,1444 Sally Ln,Gardnerville,NV,89460,3,3,1622,1992,399000,11/6/2020,Douglas,1,3
MULTI_FAMILY,1332 Kimmerling Rd,Gardnerville,NV,89460,0,0,2462,1995,344000,11/6/2020,Douglas,1,0
SINGLE_FAMILY,1201 Foothill Rd,Gardnerville,NV,89460,1,1.5,1200,1865,470000,11/9/2020,Douglas,1,2
SINGLE_FAMILY,1925 Jungo Ct,Gardnerville,NV,89410,3,2.5,1737,1995,685000,11/10/2020,Douglas,1,2
CONDOS,1254 Concho Trl,Gardnerville,NV,89410,2,2,1305,2018,318500,11/6/2020,Douglas,2,1
SINGLE_FAMILY,1170 High School St,Gardnerville,NV,89410,3,2,1285,2001,347000,11/6/2020,Douglas,1,2
TOWNHOMES,420 Quaking Aspen Ln,Stateline,NV,89449,3,3,2000,1980,1000000,11/6/2020,Douglas,2,0
SINGLE_FAMILY,990 Hilltop Dr,Carson City,NV,89705,3,2,1243,1999,335000,11/6/2020,Douglas,1,2
TOWNHOMES,101 Gold Hl,Zephyr Cove,NV,89448,3,2,1240,1966,543000,11/4/2020,Douglas,2,0
SINGLE_FAMILY,252 Cheyenne Cir,Zephyr Cove,NV,89448,3,2.5,2591,1967,900000,11/4/2020,Douglas,2,2
SINGLE_FAMILY,199 Meadow Ln,Stateline,NV,89449,3,2,1548,1977,750000,11/4/2020,Douglas,1,2
MULTI_FAMILY,1287 Dora Dr,Gardnerville,NV,89460,6,4,2570,1992,380250,11/5/2020,Douglas,1,0
TOWNHOMES,101 Gold Hill Dr,Carson City,NV,89706,0,0,1240,1966,543000,11/4/2020,Douglas,2,0
SINGLE_FAMILY,1700 Grandpeak Ct,Minden,NV,89423,4,2.5,2620,2019,715000,11/4/2020,Douglas,1,3
OTHER,638 Lakeview Dr,Zephyr Cove,NV,89448,0,0,1551,1957,966000,11/4/2020,Douglas,1,0
SINGLE_FAMILY,1445 S Riverview Dr,Gardnerville,NV,89460,3,2,1536,1973,389000,11/3/2020,Douglas,1,4
SINGLE_FAMILY,1624 Esmeralda Ave,Minden,NV,89423,2,1.5,1294,1941,560000,11/5/2020,Douglas,1,1
SINGLE_FAMILY,889 Evan Ct,Gardnerville,NV,89460,5,4,3883,2019,972722,11/2/2020,Douglas,2,3
SINGLE_FAMILY,1404 Honeybee Ln,Gardnerville,NV,89460,4,2,1445,1985,369000,10/30/2020,Douglas,1,2
SINGLE_FAMILY,1408 Selkirk Cir,Gardnerville,NV,89460,5,3.5,2159,1978,475000,11/2/2020,Douglas,2,2
TOWNHOMES,1148 Montevideo Cir,Minden,NV,89423,0,0,1552,2021,352526,11/2/2020,Douglas,2,0
SINGLE_FAMILY,1585 County Rd,Minden,NV,89423,0,0,1280,1976,286150,11/5/2020,Douglas,1,0
SINGLE_FAMILY,261 Cheyenne Cir,Zephyr Cove,NV,89448,4,4,3220,1975,1200000,11/4/2020,Douglas,0,2
SINGLE_FAMILY,3481 Tourmaline Way,Carson City,NV,89705,4,1,1604,1970,315000,10/29/2020,Douglas,1,0
CONDOS,495 Tramway Dr,Stateline,NV,89449,2,1.5,850,1980,359000,10/29/2020,Douglas,1,0
SINGLE_FAMILY,1605 Lucerne St,Minden,NV,89423,0,0,1691,1978,540000,10/29/2020,Douglas,1,0
SINGLE_FAMILY,754 E Cottage Loop,Gardnerville,NV,89460,3,2,2150,2020,465290,10/29/2020,Douglas,1,2
SINGLE_FAMILY,1299 Manhattan Way,Gardnerville,NV,89460,3,2,1188,1978,322500,11/3/2020,Douglas,1,2
SINGLE_FAMILY,1371 Pin Oak Dr,Gardnerville,NV,89410,3,2,1580,2006,355000,10/29/2020,Douglas,1,2
SINGLE_FAMILY,245 Shadow Mountain Cir,Gardnerville,NV,89460,3,3,4744,1991,1100000,11/2/2020,Douglas,2,4
SINGLE_FAMILY,78 Skyland Ct,Zephyr Cove,NV,89448,4,4.5,4342,2003,6500000,11/3/2020,Douglas,0,2
MULTI_FAMILY,1375 Kimmerling Rd,Gardnerville,NV,89460,6,4,2256,1994,360000,10/29/2020,Douglas,1,0
SINGLE_FAMILY,2603 Skyline Dr,Minden,NV,89423,3,2,2291,2004,784000,11/2/2020,Douglas,1,7
SINGLE_FAMILY,1105 Wisteria Dr,Minden,NV,89423,4,2,2381,1995,525000,10/29/2020,Douglas,1,3
TOWNHOMES,114 Sierra Colina Dr,Stateline,NV,89449,0,0,2724,2020,1650000,10/29/2020,Douglas,2,0
SINGLE_FAMILY,1003 Rocky Terrace Dr,Gardnerville,NV,89460,3,2.5,2629,2019,735000,10/29/2020,Douglas,1,3
SINGLE_FAMILY,2760 Squires St,Minden,NV,89423,3,2.5,2703,2004,769000,10/29/2020,Douglas,1,3
SINGLE_FAMILY,1135 Autumn Hills Rd,Gardnerville,NV,89460,4,2.5,3102,1969,785000,10/29/2020,Douglas,2,4
CONDOS,331 Tramway Dr,Stateline,NV,89449,1,1,540,1974,294500,10/29/2020,Douglas,2,0
SINGLE_FAMILY,122 Desni Ct,Stateline,NV,89449,5,5,6462,2001,3100000,10/29/2020,Douglas,3,5
MOBILE,187 Ponderosa Dr,Reno,NV,89503,0,0,1120,2000,255000,10/29/2020,Douglas,1,0
SINGLE_FAMILY,726 Hornet Dr,Gardnerville,NV,89460,3,2,1223,1984,330000,10/28/2020,Douglas,1,2
SINGLE_FAMILY,7 Kelly Cir,Glenbrook,NV,89413,3,3,2590,1937,1875000,10/28/2020,Douglas,2,2
SINGLE_FAMILY,2800 Gordon Ave,Minden,NV,89423,4,3,2374,2014,764000,10/28/2020,Douglas,1,3
TOWNHOMES,1179 Cottonwood St,Gardnerville,NV,89410,2,1.5,1222,1994,315000,10/28/2020,Douglas,1,1
SINGLE_FAMILY,1381 Brooke Way,Gardnerville,NV,89410,3,2,1672,2004,436000,10/28/2020,Douglas,1,2
SINGLE_FAMILY,741 E Cottage Loop,Gardnerville,NV,89460,0,0,1749,2020,421445,10/28/2020,Douglas,1,0
SINGLE_FAMILY,408 Kimberley Brooke Ln,Minden,NV,89423,0,0,1232,1976,570000,10/26/2020,Douglas,1,0
TOWNHOMES,68 Star Ct,Glenbrook,NV,89413,0,0,1600,1972,715000,10/26/2020,Douglas,2,0
